Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Jason Treemont,Public,Deceased,Male,Other,,,,,Grey,,Marvel,2002.0,1.0,2002-09-01,
Jason Tso,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1995.0,8.0,1995-11-01,
Jason Woodrue,Public,Living,Male,Bad,,,,Red,Green,,DC,1962.0,113.0,1962-07-01,
Jason Wyngarde,Secret,Deceased,Male,Bad,,,,Brown,Grey,,Marvel,1964.0,121.0,1964-03-01,
Jason Wyngarde,Secret,Deceased,Male,Bad,,,,Brown,Grey,,Marvel,2012.0,3.0,2012-01-01,Clone
Jasper Angevine,Public,Living,Male,Good,,,,Black,Black,,Marvel,2006.0,3.0,2006-03-01,
Jasper Bateman,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,2010.0,2.0,2010-07-01,
Jasper Daniels,Secret,Living,Male,Bad,,,,,,,Marvel,1976.0,5.0,1976-07-01,
Jasper Dolan,Public,Deceased,Male,Other,,,,Blue,Grey,,DC,1997.0,1.0,1997-09-01,
Jasper Evans,,Deceased,Male,Other,,,,,Brown,,DC,1991.0,8.0,1991-08-01,
Jasper Keaton,,Living,Male,Other,,,,,,,Marvel,1990.0,1.0,1990-11-01,
Jasper Sandstorm,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,1952.0,1.0,1952-01-01,
Jasper Sitwell,,Deceased,Male,Other,,,,,,,Marvel,1996.0,7.0,1996-11-01,Heroes Reborn
Jasper Sitwell,,Living,Male,Other,,,,,Blond,,Marvel,1988.0,2.0,1988-10-01,LMD
Jasper Sitwell,Public,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1966.0,134.0,1966-05-01,
Jasper Whifflegrass,Public,Living,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-01-01,
Jat Vor-Thrul,Secret,Living,Male,Good,,,,Blue,Bald,,Marvel,2009.0,13.0,2009-03-01,
Jaten,Secret,Living,Male,Other,,,,Black,Black,,Marvel,2009.0,4.0,2009-06-01,
Jaunt,,Deceased,Other,Bad,,,,,,,Marvel,2000.0,1.0,2000-11-01,
Java,Public,Living,Male,Bad,,,,Black,Black,,DC,1965.0,76.0,1965-01-01,
Javelin,Secret,Living,Female,Good,,,,,Blond,,Marvel,2000.0,1.0,2000-12-01,SHE
Javelin,Secret,Living,Male,Bad,,,,Blue,Blond,,DC,1984.0,14.0,1984-02-01,
Javelynn,Secret,Living,Female,Bad,,,,,Blond,,Marvel,1994.0,3.0,1994-01-01,
Javelynne,Secret,Living,Female,Bad,,,,,Blond,,Marvel,1994.0,,1994-01-01,
Javier Caldrone,Public,Living,Male,Other,,,,Brown,Black,,Marvel,1999.0,6.0,1999-01-01,
Javier La Brava,Public,Living,Male,Good,,,,,White,,Marvel,,1.0,,
Jawaharal Patel,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1980.0,12.0,1980-10-01,
Jax-Ur,Public,Living,Male,Bad,,,,,Black,,DC,2007.0,15.0,2007-02-01,
Jay Abrams,Secret,Living,Male,Good,,,,Grey,Black,,DC,1971.0,49.0,1971-02-01,
Jay Burnell,Secret,Living,Male,Bad,,,,,,,Marvel,1996.0,,1996-12-01,
Jay DeMore,Secret,Living,Male,Bad,,,,,,,Marvel,1980.0,1.0,1980-03-01,
Jay Kelsey,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1946.0,1.0,1946-06-01,
Jay Leno,,Living,Male,Good,,,,,,,Marvel,1990.0,6.0,1990-05-01,
Jay Little Bear,Public,Living,Male,Good,,,,,,,Marvel,1968.0,32.0,1968-01-01,
Jay Young,Secret,Deceased,Male,Other,,,,,Blond,,DC,2011.0,3.0,2011-09-01,
Jayita Sahir,Public,Deceased,Female,Good,,,,Brown,Black,,DC,2002.0,10.0,2002-06-01,
Jayna,Secret,Living,Female,Good,,,,,Black,,DC,1995.0,12.0,1995-10-01,
Jayne Payton,Public,Living,Female,Other,,,,,Red,,DC,1988.0,51.0,1988-10-01,
Jazinda Kl'rt-Spawn,Secret,Living,Female,Good,,,,Green,Black,,Marvel,2007.0,,2007-12-01,
Jean Bradley,Public,Living,Female,Other,,,,Brown,Blond,,Marvel,2005.0,3.0,2005-01-01,
Jean Carson,Public,Living,Female,Good,,,,,Blond,,Marvel,1942.0,1.0,1942-05-01,
Jean Claude Pennysworth,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1974.0,8.0,1974-09-01,
Jean DeWolff,Public,Deceased,Female,Good,,,,Green,Blond,,Marvel,1976.0,69.0,1976-08-01,
Jean DeZoan,,Living,Male,Bad,,,,,Brown,,Marvel,1993.0,3.0,1993-03-01,
Jean Grey,Secret,Deceased,Female,Bad,Mutant,168.0,52.0,Green,Red,,Marvel,2008.0,6.0,2008-06-01,Skrull
Jean Grey,Secret,Deceased,Female,Bad,Mutant,168.0,52.0,Green,Red,,Marvel,1979.0,1.0,1979-09-01,Lady Grey
Jean Grey,Secret,Living,Female,Bad,Mutant,168.0,52.0,Green,Red,,Marvel,1992.0,1.0,1992-09-01,Doppelganger
Jean Grey,Public,Deceased,Female,Good,Mutant,168.0,52.0,Green,Red,,Marvel,1963.0,1107.0,1963-09-01,
Jean Hawkins,Public,Living,Female,Good,,,,Brown,Brown,,DC,1993.0,17.0,1993-06-01,Dakotaverse
Jean Loring,Public,Deceased,Female,Bad,,,,Green,Black,,DC,1961.0,168.0,1961-10-01,
Jean de Baton-Baton,Secret,Deceased,Male,Good,,,,,,,DC,1997.0,8.0,1997-09-01,
Jean-Claude Lauziere,Public,Living,Male,Other,,,,Brown,Brown,,Marvel,2004.0,3.0,2004-07-01,
Jean-Louis Droo,Secret,Living,Male,Bad,,,,Brown,Black,,DC,1981.0,31.0,1981-12-01,
Jean-Luc LeBeau,Secret,Living,Male,Other,,,,Brown,Brown,,Marvel,1993.0,22.0,1993-12-01,
Jean-Luc Picard,,,Male,Good,Human,,,,,,Other,,,,
Jean-Marc de Villars,Secret,Living,Male,Good,,,,Black,White,,DC,1989.0,5.0,1989-01-01,
Jean-Paul Beaubier,Secret,Living,Male,Good,,,,Blue,Black,,Marvel,1979.0,313.0,1979-04-01,
Jean-Paul Ludovic Valley,Secret,Deceased,Male,Good,,,,Blue,Blond,,DC,1992.0,10.0,1992-10-01,
Jean-Paul Valley,Secret,Deceased,Male,Good,,,,Blue,Blond,,DC,1992.0,234.0,1992-10-01,
Jean-Pierre Beaubier,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,2001.0,4.0,2001-08-01,
Jeanie,Public,Living,Female,Other,,,,,Red,,Marvel,2011.0,,2011-03-01,
Jeanne,,Living,Female,Other,,,,,Brown,,Marvel,1963.0,1.0,1963-04-01,
Jeanne Chretien,Secret,Living,Female,Other,,,,,,,Marvel,1985.0,2.0,1985-12-01,
Jeanne Foucault,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,2010.0,63.0,2010-08-01,
Jeanne Walker,Public,Living,Female,Good,,,,Blue,Blond,,DC,1961.0,6.0,1961-03-01,
Jeanne-Marie Beaubier,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,1979.0,203.0,1979-04-01,
Jeannette,Secret,Living,Female,Bad,,,,Blue,White,,DC,2009.0,35.0,2009-01-01,
Jeannette Voleroux,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1994.0,3.0,1994-05-01,
Jeannie Kerr,Public,Deceased,Female,Good,,,,Blue,Blond,,DC,1988.0,3.0,1988-01-01,
Jeannie Martin,Public,Deceased,Female,Other,,,,,,,Marvel,2006.0,1.0,2006-01-01,
Jeannine O'Connell,Public,Living,Female,Good,,,,,Blond,,Marvel,1979.0,,1979-07-01,
Jeb Friedman,Public,Deceased,Male,Other,,,,,Black,,DC,1991.0,12.0,1991-10-01,
Jeb Lee,Secret,Living,Male,Bad,,,,,,,Marvel,2010.0,12.0,2010-12-01,
Jeb Stuart,Public,Living,Male,Good,,,,Blue,Brown,,DC,1961.0,218.0,1961-05-01,
Jeb Turnbull,,Living,Male,Other,,,,,,,DC,1974.0,3.0,1974-08-01,
Jebediah Fate,Secret,Living,Male,Other,,,,Variable,Variable,,Marvel,1975.0,11.0,1975-01-01,
Jebediah Guthrie,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1984.0,12.0,1984-11-01,
Jebediah Kent,Public,Deceased,Male,Other,,,,,Blond,,DC,1997.0,8.0,1997-08-01,
Jebediah Young,Public,Living,Male,Bad,,,,Brown,Bald,,Marvel,2008.0,5.0,2008-11-01,
Jebediah of Canaan,Secret,Living,Male,Good,,,,Blue,White,,DC,1987.0,67.0,1987-04-01,
Jed Paulsen,Public,Living,Male,Good,,,,,Blond,,DC,1974.0,15.0,1974-12-01,
Jed Sirrah,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1940.0,1.0,1940-01-01,
Jeeper,Secret,Living,Other,Bad,,,,,,,Marvel,1943.0,1.0,1943-08-01,
Jeesala,No Dual,Living,Female,Other,,,,,Grey,,Marvel,1975.0,5.0,1975-05-01,
Jeff Brown,Public,Living,Male,Other,,,,Brown,Black,,Marvel,2007.0,26.0,2007-06-01,
Jeff Cochren,,Deceased,Male,Good,,,,,Black,,Marvel,1975.0,4.0,1975-08-01,
Jeff Colt,,Living,Male,Good,,,,,Brown,,Marvel,1979.0,1.0,1979-03-01,
Jeff Dix,Public,Living,Male,Good,,,,,Black,,Marvel,1942.0,8.0,1942-05-01,
Jeff Graves,Public,Living,Male,Good,,,,,,,Marvel,1940.0,2.0,1940-04-01,
Jeff Hagees,Secret,Deceased,Male,Bad,,,,Blue,Red,,Marvel,1991.0,16.0,1991-07-01,
Jeff Jordan,Secret,Living,Male,Good,,,,Blue,Auburn,,Marvel,1943.0,12.0,1943-02-01,
Jeff Kaplan,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,2005.0,7.0,2005-10-01,
Jeff Knudsen,Public,Living,Male,Other,,,,Brown,Grey,,Marvel,2006.0,5.0,2006-01-01,
Jeff Turner,No Dual,Living,Male,Good,,,,,,,Marvel,1975.0,10.0,1975-08-01,
Jeff Wilde,Secret,Deceased,Male,Bad,,,,Yellow,Brown,,Marvel,1989.0,31.0,1989-09-01,
Jeff and Jock Blintz,Public,Living,Male,Bad,,,,,Black,,Marvel,1945.0,1.0,1945-12-01,
Jefferson Archer,Secret,Living,Male,Bad,,,,Red,Black,,Marvel,1983.0,11.0,1983-05-01,
Jefferson Bolt,Public,Deceased,Male,Other,,,,,Black,,Marvel,1972.0,2.0,1972-07-01,
Jefferson Chambers,,Living,Male,Other,,,,,,,Marvel,2012.0,3.0,2012-10-01,
Jefferson Jackson,Public,Living,Male,Other,,,,Brown,Black,,DC,1982.0,11.0,1982-06-01,
Jefferson Jamison,Secret,Deceased,Male,Good,,,,Brown,Bald,,Marvel,2003.0,2.0,2003-02-01,
Jefferson Pierce,Secret,Living,Male,Good,,,,Brown,,,DC,1977.0,344.0,1977-04-01,
Jefferson Reed,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,,,,
Jefferson Skeevers,Public,Living,Male,Bad,,,,Brown,Black,,DC,1987.0,4.0,1987-03-01,
Jeffrey Fischer,Public,Living,Male,Good,,,,,Black,,Marvel,2012.0,5.0,2012-07-01,
Jeffrey Franklin Burr,Secret,Deceased,Male,Bad,,,,Black,,,DC,1976.0,97.0,1976-03-01,
Jeffrey Garrett,Secret,Deceased,Male,Other,,,,Blue,Blond,,Marvel,2003.0,9.0,2003-03-01,
Jeffrey Goslin,,Living,Male,Good,,,,Brown,Black,,DC,1987.0,20.0,1987-03-01,
Jeffrey Graham,Public,Living,Male,Good,,,,Blue,Blond,,DC,1951.0,1.0,1951-05-01,
Jeffrey Graves,Secret,Living,Male,Other,,,,,Brown,,DC,2007.0,49.0,2007-02-01,
Jeffrey Haight,Public,Living,Male,Other,,,,Black,Black,,Marvel,,6.0,,
Jeffrey Holloway,Public,Living,Male,Bad,,,,Grey,Blond,,Marvel,2002.0,3.0,2002-07-01,
Jeffrey Mace,Secret,Deceased,Male,Good,,,,Blue,Black,,Marvel,1940.0,139.0,1940-12-01,
Jeffrey Parks,No Dual,Living,Male,Good,,,,,,,Marvel,1976.0,1.0,1976-12-01,
Jeffrey Piper,Public,Living,Male,Other,,,,Brown,Black,,Marvel,1997.0,4.0,1997-01-01,
Jeffrey Sloane,Public,Living,Male,Good,,,,,Brown,,DC,1971.0,9.0,1971-12-01,
Jeffrey Smith,Public,Living,Male,Good,,,,Brown,Black,,DC,1990.0,35.0,1990-02-01,
Jeffrey Winstone,Secret,Deceased,Male,Good,,,,Red,Bald,,Marvel,2010.0,1.0,2010-05-01,
Jellim Yussaf,,Living,Male,Bad,,,,,,,Marvel,1983.0,,1983-02-01,
Jelly Men,,Deceased,Other,Bad,,,,,,,Marvel,1942.0,1.0,1942-05-01,
Jemail Karami,,Living,Male,Bad,,,,,,,Marvel,1985.0,5.0,1985-04-01,
Jemiah,Secret,Living,Male,Other,,,,,Bald,,Marvel,1977.0,13.0,1977-01-01,
Jemima Catmint,Public,Living,Female,Good,,,,Brown,Black,,Marvel,2005.0,5.0,2005-12-01,
Jemm,Public,Living,Male,Good,,,,Yellow,,,DC,1984.0,37.0,1984-09-01,
Jen Baker,Public,Living,Male,Other,,,,Blue,Blond,,Marvel,2003.0,3.0,2003-06-01,
Jenet Klyburn,Public,Living,Female,Other,,,,Blue,Red,,DC,1976.0,40.0,1976-10-01,
Jenna,No Dual,Living,Female,Other,,,,Blue,Blond,,Marvel,1971.0,19.0,1971-06-01,
Jenna Carlisle,Public,Living,Female,Other,,,,Blue,Orange,,Marvel,1999.0,1.0,1999-08-01,
Jenna Cole,Public,Living,Female,Good,,,,Blue,White,,Marvel,2009.0,4.0,2009-03-01,
Jenna Duffy,Public,Living,Female,Bad,,,,Green,Brown,,DC,2008.0,7.0,2008-04-01,
Jenna Raleigh,Secret,Living,Female,Good,,,,Black,Black,,DC,2007.0,14.0,2007-01-01,
Jenna Taylor,Public,Living,Female,Other,,,,,Black,,Marvel,1984.0,6.0,1984-09-01,
Jenni Pate,Secret,Deceased,Female,Bad,,,,,Pink,,Marvel,2009.0,3.0,2009-08-01,
Jennifer Blitz,Secret,Living,Female,Bad,,,,,Blond,,DC,2011.0,3.0,2011-08-01,
Jennifer Burke,,Living,Female,Other,,,,,,,Marvel,1994.0,2.0,1994-08-01,
Jennifer Fletcher,Secret,Living,Female,Good,,,,,Blond,,DC,1992.0,5.0,1992-08-01,
Jennifer Glatzer,Public,Living,Female,Bad,,,,Blue,Blond,,Marvel,1973.0,2.0,1973-08-01,
Jennifer Grimaldi,Public,Living,Female,Good,,,,Green,Red,,Marvel,2011.0,1.0,2011-05-01,
Jennifer Hardesty,Public,Living,Female,Good,,,,Brown,Black,,Marvel,2001.0,8.0,2001-08-01,
Jennifer Hardy,,Deceased,Female,Good,,,,Brown,Brown,,Marvel,2006.0,1.0,2006-06-01,
Jennifer Jurden,Public,Living,Female,Good,,,,Blue,Brown,,DC,1992.0,12.0,1992-02-01,
Jennifer Kale,Secret,Deceased,Female,Good,,168.0,55.0,Blue,Blond,,Marvel,1972.0,65.0,1972-12-01,
Jennifer Leigh,No Dual,Living,Female,Other,,,,Blue,Blond,,Marvel,2004.0,7.0,2004-03-01,
Jennifer Long,Public,Deceased,Female,Other,,,,,Brown,,DC,1982.0,11.0,1982-09-01,
Jennifer Monroe,Secret,Deceased,Female,Good,,,,Blue,Black,,Marvel,2011.0,1.0,2011-03-01,
Jennifer Morgan,Secret,Living,Female,Good,,,,,Brown,,DC,1980.0,56.0,1980-10-01,
Jennifer Myers,Public,Living,Female,Other,,,,Blue,Blond,,DC,2011.0,1.0,2011-07-01,
Jennifer Nyles,Public,Living,Female,Other,,,,,Blond,,Marvel,1991.0,8.0,1991-10-01,
Jennifer Pierce,Secret,Living,Female,Good,,,,Brown,Black,,DC,2008.0,53.0,2008-03-01,
Jennifer Ransome,Public,Living,Female,Good,,,,,,,Marvel,1988.0,28.0,1988-10-01,
Jennifer Rice,Secret,Living,Female,Good,,,,,Black,,DC,2009.0,2.0,2009-02-01,
Jennifer Royce,Public,Living,Female,Good,,,,,Brown,,Marvel,1979.0,27.0,1979-04-01,
Jennifer Stavros,Secret,Deceased,Female,Other,,,,Blue,Blond,,Marvel,1984.0,33.0,1984-06-01,
Jennifer Stewart,Secret,Living,Female,Other,,,,,Black,,Marvel,1995.0,12.0,1995-08-01,
Jennifer Stuart,Public,Living,Female,Good,,,,Blue,Blond,,DC,2003.0,5.0,2003-04-01,
Jennifer Takeda,Public,Living,Female,Good,,,,Brown,Black,,Marvel,2010.0,71.0,2010-08-01,
Jennifer Walters,Secret,Living,Female,Bad,,,,,Green,,Marvel,1998.0,1.0,1998-05-01,Amazon
Jennifer Walters,Public,Living,Female,Good,,,,Green,Brown,,Marvel,1980.0,881.0,1980-02-01,
Jennifer Walters,Public,Living,Female,Good,,,,Green,Brown,,Marvel,1996.0,5.0,1996-11-01,Heroes Reborn
Jennifer Warren,,Living,Male,Good,,,,,Black,,DC,2009.0,12.0,2009-05-01,
Jennifer-Lynn Hayden,Secret,Living,Female,Good,,,,Green,Green,,DC,1983.0,309.0,1983-09-01,
Jenny,No Dual,Living,Female,Other,,,,Blue,Black,,Marvel,1998.0,2.0,1998-07-01,Reporter
Jenny,Public,Living,Female,Other,,,,,Red,,Marvel,1995.0,1.0,1995-11-01,
Jenny,Public,Living,Female,Other,,,,,,,Marvel,2003.0,1.0,2003-05-01,Dead Girl
Jenny,Public,Living,Female,Good,,,,,Grey,,Marvel,1949.0,7.0,1949-03-01,Donkey
Jenny Keaton,Public,Living,Female,Good,,,,Blue,Brown,,Marvel,2009.0,1.0,2009-06-01,
Jensen,,Deceased,Male,Bad,,,,,Blond,,DC,1999.0,,1999-05-01,
Jentorra,Public,Living,Female,Good,,,,Green,Blond,,Marvel,2010.0,5.0,2010-04-01,
Jeq-Vay,,Deceased,Male,Other,,,,Blue,Black,,DC,2009.0,6.0,2009-06-01,
Jeramey Chriqui,Public,Living,Male,Good,,,,Brown,Brown,,DC,2011.0,6.0,2011-08-01,
Jeremiah,Secret,Living,Male,Bad,,,,,Black,,Marvel,1975.0,5.0,1975-05-01,
Jeremiah Arkham,Public,Living,Male,Bad,,,,,,,DC,1992.0,65.0,1992-06-01,
Jeremiah Duncan,Public,Living,Male,Other,,,,,Black,,DC,1986.0,11.0,1986-06-01,
Jeremiah Muldoon,Secret,Deceased,Male,Good,,,,Black,Bald,,Marvel,2006.0,9.0,2006-03-01,
Jeremy,Public,Living,Male,Other,,,,,,,Marvel,2003.0,1.0,2003-09-01,Mutant
Jeremy Barlow,Public,Living,Male,Other,,,,,Black,,DC,2002.0,5.0,2002-05-01,
Jeremy Baxter,Public,Living,Male,Other,,,,,Black,,DC,1994.0,5.0,1994-12-01,
Jeremy Briggs,Public,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,2011.0,7.0,2011-08-01,
Jeremy Clarke,No Dual,Deceased,Male,Bad,,,,,Bald,,Marvel,1990.0,27.0,1990-08-01,
Jeremy Horton,,Living,Male,Good,,,,Blue,Blond,,DC,1997.0,17.0,1997-06-01,
Jeremy Jape,,Living,Male,Other,,,,,Blond,,DC,2008.0,9.0,2008-07-01,
Jeremy Karne,Secret,Living,Male,Bad,,,,,Blond,,DC,2006.0,21.0,2006-07-01,
Jeremy Logan,,Living,Male,Other,,,,,,,Marvel,1968.0,8.0,1968-03-01,
Jeremy Markley,Public,Living,Male,Good,,,,Blue,Brown,,Marvel,2003.0,,2003-10-01,
Jeremy Mchele,Public,Living,Male,Good,,,,,Black,,Marvel,1991.0,6.0,1991-01-01,
Jeremy Stevens,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,1991.0,25.0,1991-12-01,
Jeremy Swimming-Bear,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1991.0,6.0,1991-08-01,
Jeremy Tell,Public,Living,Male,Bad,,,,,Brown,,DC,2001.0,14.0,2001-08-01,
Jeremy Wakefield,Secret,Living,Male,Good,,,,,Blond,,DC,1988.0,16.0,1988-04-01,
Jeremy Wilson,,Living,Male,Other,,,,,Red,,Marvel,1989.0,3.0,1989-02-01,
Jergal Zadh,,Living,Male,Bad,,,,White,Red,,Marvel,1983.0,1.0,1983-11-01,
Jericho Drumm,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1973.0,96.0,1973-09-01,
Jerold Morgan,No Dual,Living,Male,Bad,,,,Brown,Brown,,Marvel,1958.0,25.0,1958-04-01,
Jerome Beechman,Public,Living,Male,Bad,,,,Black,Brown,,Marvel,1973.0,68.0,1973-06-01,
Jerome Cox,Public,Living,Male,Bad,,,,,,,DC,,1.0,,
Jerome Hamilton,No Dual,Deceased,Male,Other,,,,,Blond,,Marvel,1967.0,10.0,1967-08-01,Scientist
Jerome Hamilton,Secret,Living,Male,Other,,,,,Black,,Marvel,1989.0,2.0,1989-03-01,Battleaxe
Jerome Jaxon,Secret,Deceased,Male,Bad,,,,Blue,Grey,,Marvel,1983.0,11.0,1983-09-01,
Jerome Johnson,Secret,Living,Male,Other,,,,Blue,Blond,,Marvel,1986.0,13.0,1986-11-01,
Jerome Lenz,Public,Living,Male,Bad,,,,,Brown,,Marvel,1951.0,1.0,1951-08-01,
Jerome Whale,,Living,Male,Bad,,,,,,,Marvel,1967.0,1.0,1967-04-01,
Jerrie Rathaway,Public,Living,Female,Other,,,,,Red,,DC,1989.0,1.0,1989-11-01,
Jerry Alton,Public,Living,Male,Good,,,,,,,Marvel,1940.0,2.0,1940-05-01,
Jerry Arnold,Public,Living,Male,Good,,,,,Blond,,Marvel,1952.0,,1952-02-01,Earth-5106
Jerry Brown,No Dual,Living,Male,Other,,,,,Grey,,Marvel,1976.0,3.0,1976-10-01,
Jerry Carstairs,Secret,Living,Male,Good,,,,,Black,,Marvel,1941.0,7.0,1941-04-01,
Jerry Conover,,Living,Male,Good,,,,Brown,Black,,DC,1994.0,5.0,1994-07-01,
Jerry Dash,Public,Living,Male,Good,,,,,Blond,,Marvel,1942.0,5.0,1942-04-01,
Jerry Evans,,Living,Male,Good,,,,,Brown,,DC,1984.0,6.0,1984-01-01,
Jerry Fortunov,,Deceased,Male,Good,,,,,Black,,Marvel,1982.0,7.0,1982-08-01,
Jerry Franklin,Public,Living,Male,Other,,,,,,,Marvel,1999.0,5.0,1999-05-01,
Jerry Halliwell,,Living,Male,Good,,,,,,,Marvel,2004.0,2.0,2004-12-01,
Jerry Hennelly,,Living,Male,Good,,,,,Brown,,DC,2000.0,5.0,2000-03-01,
Jerry Hunt,Secret,Living,Male,Good,,,,,Black,,Marvel,1978.0,20.0,1978-04-01,
Jerry Hunter,Public,Living,Male,Good,,,,,Blond,,Marvel,1941.0,8.0,1941-08-01,
Jerry Larkin,No Dual,Deceased,Male,Good,,,,,,,Marvel,1969.0,1.0,1969-02-01,
Jerry Malcom,Public,Living,Male,Other,,,,,Black,,Marvel,1948.0,1.0,1948-10-01,
Jerry McGee,Public,Living,Male,Other,,,,Brown,Black,,DC,1987.0,25.0,1987-10-01,
Jerry Moulinski,Public,Living,Male,Bad,,,,,Brown,,Marvel,1977.0,1.0,1977-04-01,
Jerry Sledge,Secret,Living,Male,Good,,,,Brown,Bald,,Marvel,2008.0,47.0,2008-07-01,
Jerry Ward,No Dual,Living,Male,Other,,,,,Black,,Marvel,2009.0,2.0,2009-01-01,
Jerry Weiderman,,Living,Male,Bad,,,,,,,Marvel,1990.0,1.0,1990-08-01,
Jerry Westman,,Living,Male,Other,,,,,,,Marvel,1970.0,1.0,1970-08-01,
Jerry White,,Deceased,Male,Other,,,,Brown,Brown,,DC,1987.0,18.0,1987-05-01,
Jervis Tetch,Secret,Living,Male,Bad,,,,Blue,Red,,DC,1948.0,105.0,1948-10-01,
Jeryll,,Deceased,Female,Good,,,,Purple,White,,DC,1982.0,4.0,1982-05-01,
Jeryn Hogarth,Public,Living,Male,Good,,,,,Brown,,Marvel,1977.0,51.0,1977-08-01,
Jerzy Reganiewicz,Secret,Deceased,Male,Good,,,,,Red,,DC,1976.0,4.0,1976-09-01,
Jess Bright,Public,Living,Male,Bad,,,,,Brown,,DC,1959.0,12.0,1959-09-01,
Jess Duncan,,Living,Male,Other,,,,,Black,,Marvel,1975.0,3.0,1975-08-01,
Jess Harrison,Secret,Living,Female,Other,,,,,Green,,Marvel,1988.0,11.0,1988-07-01,
Jess Patton,No Dual,Deceased,Female,Other,,,,Brown,Blond,,Marvel,2001.0,1.0,2001-06-01,
Jess Wayne,Public,Living,Male,Good,,,,,Brown,,Marvel,1957.0,3.0,1957-07-01,
Jess\u00e1n Hoan,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,1988.0,75.0,1988-05-01,
Jesse,Public,Living,Male,Bad,,,,Red,Black,,DC,2008.0,5.0,2008-08-01,
Jesse Aaronson,Secret,Deceased,Male,Good,,,,Brown,Black,,Marvel,1998.0,45.0,1998-10-01,
Jesse Black Crow,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1984.0,20.0,1984-04-01,
Jesse Chambers,Public,Living,Female,Good,,,,Blue,Blond,,DC,1992.0,228.0,1992-08-01,
Jesse Johns,Public,Living,Male,Other,,,,Green,Black,,Marvel,1984.0,2.0,1984-09-01,
Jesse Metuchen,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,2002.0,3.0,2002-11-01,
Jesse Quick,,,Female,Good,Human,,,,,,DC,,,,
Jesse Thompson,No Dual,Living,Female,Other,,,,Green,Brown,,Marvel,1997.0,11.0,1997-10-01,
Jesse Vega,Public,Living,Male,Good,,,,,Black,,DC,1989.0,15.0,1989-08-01,
Jessica Carradine,Public,Living,Female,Good,,,,Brown,Black,,Marvel,1996.0,34.0,1996-05-01,
Jessica Cruz,,,Female,Good,Human,,,Green,Brown,,DC,,,,
Jessica Drew,Secret,Living,Female,Good,,,,Green,Auburn,,Marvel,1977.0,471.0,1977-02-01,
Jessica Hobbs,Public,Living,Female,Good,,,,,Brown,,Marvel,1943.0,1.0,1943-11-01,
Jessica Jones,Secret,Deceased,Female,Bad,Human,170.0,56.0,Green,Bald,,Marvel,2008.0,5.0,2008-06-01,Skrull
Jessica Jones,No Dual,Living,Female,Good,Human,170.0,56.0,Brown,Brown,,Marvel,1963.0,195.0,1963-09-01,
Jessica Jordan,,Deceased,Female,Other,,,,,Brown,,DC,1994.0,5.0,1994-01-01,
Jessica Midnight,Public,Living,Female,Good,,,,Blue,Black,,DC,2002.0,40.0,2002-10-01,
Jessica Sanders,,,Female,Good,,,,,,,Other,,,,
Jessica Vale,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,2004.0,6.0,2004-11-01,
Jessie,Public,Living,Female,Good,,,,Blue,Brown,,Marvel,2003.0,14.0,2003-06-01,Sentinel
Jessie Drake,,Living,Female,Other,,,,Brown,Blond,,Marvel,1994.0,2.0,1994-03-01,
Jester II,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-01-01,
Jester IV,Public,Living,Male,Other,,,,,Green,,Marvel,1984.0,17.0,1984-04-01,
Jesus Badalemente,,Living,Male,Good,,,,,Brown,,Marvel,1990.0,1.0,1990-08-01,
Jesus Suarez,Secret,Living,Male,Other,,,,,,,Marvel,1990.0,1.0,1990-05-01,
Jesus Valdez,Public,Deceased,Male,Bad,,,,,Black,,DC,1993.0,1.0,1993-07-01,
Jesus of Nazareth,,Living,Male,Good,,,,,Brown,,DC,1982.0,2.0,1982-03-01,
Jet,Secret,Living,Male,Bad,,,,,,,Marvel,1988.0,2.0,1988-04-01,WIldboys
Jet Zola,Secret,Living,Female,Other,,,,Brown,Black,,Marvel,2013.0,20.0,2013-01-01,
