Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData,Intelligence,Strength,Speed,Durability,Power,Combat,Total
Trigger,Public,Living,Male,Bad,,,,,Black,,Marvel,1946.0,1.0,1946-03-01,,,,,,,,
Walt Neilson,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1946.0,1.0,1946-03-01,,,,,,,,
Whiting,No Dual,Living,Male,Good,,,,,Black,,Marvel,1946.0,1.0,1946-06-01,,,,,,,,
Abara and Cadabra,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-10-01,,,,,,,,
Acrobat,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-10-01,1940s,,,,,,,
Acrobat,,Living,Male,,,,,,,,Marvel,1977.0,1.0,1977-08-01,Spider-Squad,,,,,,,
Andrew Webster,,Living,Male,Bad,,,,,,,Marvel,1947.0,1.0,1947-06-01,,,,,,,,
Baron Frankenstein,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-06-01,,,,,,,,
Benny Elton,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1947.0,1.0,1947-05-01,,,,,,,,
Black Baron,Public,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-05-01,1940s,,,,,,,
Bruce Fearing,No Dual,Deceased,Male,Neutral,,,,,Black,,Marvel,1947.0,1.0,1947-07-01,,,,,,,,
Catman,Secret,Deceased,Male,Bad,,,,,,,Marvel,1947.0,1.0,1947-01-01,Mental Patient,,,,,,,
Corsair,Secret,Living,Male,Bad,,191.0,79.0,Brown,Black,,Marvel,1947.0,1.0,1947-03-01,Pirate,,,,,,,
D. Mencha,Public,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-09-01,,,,,,,,
Ed Clements,No Dual,Living,Male,Neutral,,,,,Black,,Marvel,1947.0,1.0,1947-01-01,,,,,,,,
Ed Sampson,No Dual,Deceased,Male,Bad,,,,,Red,,Marvel,1947.0,1.0,1947-09-01,,,,,,,,
Edgar Elliot,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Elaine Clayton,No Dual,Living,Female,Neutral,,,,Blue,Blond,,Marvel,1947.0,1.0,1947-09-01,,,,,,,,
Gallery,Public,Living,Male,Bad,,,,,,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Helen Hale,No Dual,Deceased,Female,Neutral,,,,,Brown,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Henry Oliver,Public,Living,Male,Bad,,,,,Orange,,Marvel,1947.0,1.0,1947-12-01,,,,,,,,
Hillary King,No Dual,Living,Male,Neutral,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Hubert Humperdinck,No Dual,Deceased,Male,Neutral,,,,,Brown,,Marvel,1947.0,1.0,1947-12-01,,,,,,,,
Hyram Heale,,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-01-01,,,,,,,,
Jack Jordan,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Jack Jordan,,Living,Male,Good,,,,,Brown,,DC,1961.0,28.0,1961-12-01,,,,,,,,
Jade Nelson,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Jane Newell,No Dual,Living,Female,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
John J. Curtis,No Dual,Living,Male,Neutral,,,,,White,,Marvel,1947.0,1.0,1947-07-01,,,,,,,,
John Williamson,Public,Living,Male,Neutral,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
John Williamson,Public,Living,Male,,,,,,Black,,DC,2004.0,6.0,2004-10-01,,,,,,,,
Joyce Clayton,No Dual,Living,Female,Neutral,,,,Blue,Blond,,Marvel,1947.0,1.0,1947-09-01,,,,,,,,
Joyce Curtis,No Dual,Living,Female,Neutral,,,,,Black,,Marvel,1947.0,1.0,1947-07-01,,,,,,,,
Kelsey Riordan,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Kenneth Stanton,Secret,Living,Male,Bad,,,,,White,,Marvel,1947.0,1.0,1947-07-01,,,,,,,,
King Leer,Public,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-10-01,,,,,,,,
Laughing Boy,Secret,Living,Male,Bad,,,,,Grey,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Leonard Lajo,Public,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-06-01,,,,,,,,
Lydia Kenny,No Dual,Living,Female,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-05-01,,,,,,,,
Oscar Tooley,Public,Living,Male,Good,,,,,Black,,Marvel,1947.0,1.0,1947-06-01,,,,,,,,
Pirate Fletcher,Public,Living,Male,Bad,,,,,,,Marvel,1947.0,1.0,1947-09-01,,,,,,,,
Porky Potter,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1947.0,1.0,1947-09-01,,,,,,,,
Professor Ramsey,Public,Deceased,Male,Neutral,,,,,Brown,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Quentin Ford,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-01-01,,,,,,,,
Ralph Mortimer,No Dual,Deceased,Male,Neutral,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Redcoat,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Robert Newell,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Ross Palmer,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1947.0,1.0,1947-12-01,,,,,,,,
Roy Clark,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-01-01,,,,,,,,
Roy James,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Sari Tartar,Public,Living,,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-10-01,,,,,,,,
Sidney Onselm,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1947.0,1.0,1947-06-01,,,,,,,,
Sidney Otis,No Dual,Living,Male,Bad,,,,,Bald,,Marvel,1947.0,1.0,1947-01-01,,,,,,,,
Silas Stevens,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Sparkles Labelle,Public,Living,Female,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-10-01,,,,,,,,
Spectacles,Secret,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-06-01,,,,,,,,
Starra,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1947.0,1.0,1947-12-01,,,,,,,,
Stillface,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1947.0,1.0,1947-12-01,,,,,,,,
Sultan of Bangook,Public,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-12-01,,,,,,,,
Sun Yat,Public,Living,Male,Neutral,,,,,White,,Marvel,1947.0,1.0,1947-12-01,,,,,,,,
Susan Dane,Public,Living,Female,Neutral,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Thief of Bagdad,Public,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-10-01,,,,,,,,
Tom Clayton,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-09-01,,,,,,,,
Vincent King,Public,Deceased,Male,Neutral,,,,,,,Marvel,1947.0,1.0,1947-06-01,,,,,,,,
Waldo Evans,Public,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-03-01,,,,,,,,
Walter Clark,No Dual,Deceased,Male,Neutral,,,,,Grey,,Marvel,1947.0,1.0,1947-01-01,,,,,,,,
White Flower,Secret,Living,Female,Bad,,,,,Red,,Marvel,1947.0,1.0,1947-12-01,,,,,,,,
Yvette Bourbon,Secret,Deceased,Female,Bad,,,,,White,,Marvel,1947.0,1.0,1947-06-01,,,,,,,,
Zagana,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1947.0,1.0,1947-05-01,,,,,,,,
Ace Turmbull,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1948.0,1.0,1948-10-01,,,,,,,,
Alice Graham,No Dual,Living,Female,Neutral,,,,,Black,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Billy Glow,No Dual,Deceased,Male,Good,,,,,White,,Marvel,1948.0,1.0,1948-08-01,,,,,,,,
Blackie Malkin,No Dual,Deceased,,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-08-01,,,,,,,,
Bokk,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Bowery Bennie,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-05-01,,,,,,,,
Bull Gresham,No Dual,Deceased,Male,Bad,,,,Blue,Brown,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Canyon Pete,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-06-01,,,,,,,,
Cecil Babylon,Public,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Chester Berry,Public,Living,Male,Neutral,,,,,Black,,Marvel,1948.0,1.0,1948-10-01,,,,,,,,
Curly,Public,Living,Male,Neutral,,,,,Bald,,Marvel,1948.0,1.0,1948-12-01,fisherman,,,,,,,
Damon Malone,Secret,Deceased,Male,Bad,,,,,Red,,Marvel,1948.0,1.0,1948-03-01,,,,,,,,
David Larnum,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Demarest Dodds,Public,Living,Male,Neutral,,,,Blue,White,,Marvel,1948.0,1.0,1948-10-01,,,,,,,,
Denton Smith,Public,Living,Male,Bad,,,,,Bald,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Doctor Demise,Public,Living,Female,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Doctor Drearr,Public,Deceased,Male,Bad,,,,,White,,Marvel,1948.0,1.0,1948-08-01,,,,,,,,
Doctor Macabre,Public,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-03-01,,,,,,,,
Dora Scott,Public,Living,,Bad,,,,,Blond,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Durango the Killer,Public,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Ekho,Secret,Living,Female,,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Elistis Diggenwell,Public,Living,Male,Neutral,,,,,Black,,Marvel,1948.0,1.0,1948-11-01,,,,,,,,
Eric Hodges,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1948.0,1.0,1948-03-01,,,,,,,,
Eric Kesselwolfe,Public,Living,Male,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-02-01,,,,,,,,
Frank Carver,Public,Living,Male,Neutral,,,,,White,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Gambler,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Georgie Jenkins,Public,Living,Male,Good,,,,,Red,,Marvel,1948.0,1.0,1948-11-01,,,,,,,,
Granite Bandit,Public,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,Carelli,,,,,,,
Henry Enwhistle,Public,Living,Male,Good,,,,,Brown,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Hiram King,Public,Living,Male,Neutral,,,,,White,,Marvel,1948.0,1.0,1948-10-01,,,,,,,,
Horatio,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Ignatius Fowler,Public,Living,Male,Bad,,,,,Grey,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Imp in the Violin,Secret,Living,Male,Neutral,,,,,Bald,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Jack Bartley,No Dual,Living,Male,Good,,,,,Brown,,Marvel,1948.0,1.0,1948-01-01,,,,,,,,
Jackie Starr,Public,Living,Male,Neutral,,,,Blue,Brown,,Marvel,1948.0,1.0,1948-06-01,,,,,,,,
Jerry Malcom,Public,Living,Male,Neutral,,,,,Black,,Marvel,1948.0,1.0,1948-10-01,,,,,,,,
Jester II,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-01-01,,,,,,,,
Jim Torrence,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Joe Mallon,Public,Living,Male,Neutral,,,,,White,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Joey Milton,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1948.0,1.0,1948-08-01,,,,,,,,
John Harris,Public,Living,Male,Neutral,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
John Jacob Gilligan,Secret,Living,Male,Good,,,,,Blond,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Johnny Revere,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-08-01,,,,,,,,
Juan Luis Fernandez,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-11-01,,,,,,,,
Karlak,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-08-01,,,,,,,,
Killer,,Deceased,Male,Bad,,,,,,,Marvel,1948.0,1.0,1948-11-01,,,,,,,,
Killer,Public,Deceased,,Bad,,,,,,,Marvel,1954.0,1.0,1954-07-01,Jungle Creature,,,,,,,
Kim Lewis,Secret,Living,Female,Neutral,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Lenora Moore,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-04-01,,,,,,,,
Luther McCoy,Public,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Magda Malone,Public,Living,Female,Good,,,,Blue,Black,,Marvel,1948.0,1.0,1948-03-01,,,,,,,,
Mister Zrr,Secret,Living,Male,Good,,,,,White,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Mort Morbid,,Living,Male,Neutral,,,,,Black,,Marvel,1948.0,1.0,1948-11-01,,,,,,,,
Morton Muse,Public,Living,Male,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-11-01,,,,,,,,
Narcissus,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Narcissus,Secret,Living,Male,Neutral,,,,Black,Black,,DC,2009.0,6.0,2009-06-01,,,,,,,,
Nick Gaynor,Public,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Nick Iona,Public,Living,Male,Neutral,,,,,Blond,,Marvel,1948.0,1.0,1948-10-01,,,,,,,,
Omar and his Dummy,Public,Living,,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-02-01,,,,,,,,
Peppo LaRue,Secret,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-12-01,,,,,,,,
Phil Brady,No Dual,Living,Male,Bad,,,,,,,Marvel,1948.0,1.0,1948-05-01,,,,,,,,
Prester Jim,No Dual,Deceased,Male,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-04-01,,,,,,,,
Pretty Face Grimes,Public,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Professor Wagstaff,Secret,Living,Male,Bad,,,,,White,,Marvel,1948.0,1.0,1948-04-01,,,,,,,,
Red Coyote,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-06-01,,,,,,,,
Robert Dammer,No Dual,Living,Male,Neutral,,,,,Black,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Ronnie Dowell,Public,Living,Male,Good,,,,,Brown,,Marvel,1948.0,1.0,1948-06-01,,,,,,,,
Scotti Warren,Public,Living,Male,Good,,,,,Black,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Snake Wilson,Public,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-10-01,,,,,,,,
Spade Brown,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Squint Johnson,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-08-01,,,,,,,,
Swami Krishna,Secret,Living,Male,Bad,,,,Blue,White,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Tattler,Public,Living,Male,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Ted Sparks,Secret,Living,Male,Good,,,,,Blond,,Marvel,1948.0,1.0,1948-07-01,,,,,,,,
Timmy Jordan,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-09-01,,,,,,,,
Torpedo Turner,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-06-01,,,,,,,,
Turtle,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1948.0,1.0,1948-02-01,,,,,,,,
Turtle,Secret,Living,Male,Bad,,,,Blue,Grey,,DC,1945.0,18.0,1945-12-01,,,,,,,,
Tut-Ak-Mun,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-10-01,,,,,,,,
Whip Coady,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1948.0,1.0,1948-08-01,,,,,,,,
Willie Flower,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1948.0,1.0,1948-05-01,,,,,,,,
Andy Opp,Public,Living,Male,Good,,,,,White,,Marvel,1949.0,1.0,1949-06-01,,,,,,,,
Bardello,Secret,Living,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-06-01,,,,,,,,
Baron,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,1949.0,1.0,1949-06-01,American Frontier,,,,,,,
Borkor,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1949.0,1.0,1949-02-01,,,,,,,,
Brain,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1949.0,1.0,1949-11-01,Business Man,,,,,,,
Brain,Secret,Living,Male,Bad,,,,,,,DC,1964.0,77.0,1964-03-01,,,,,,,,
Brain Monster,Public,Deceased,,Bad,,,,,,,Marvel,1949.0,1.0,1949-01-01,,,,,,,,
Calico Kid,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1949.0,1.0,1949-04-01,,,,,,,,
Carl Tuesday,Public,Deceased,Male,Bad,,,,,Bald,,Marvel,1949.0,1.0,1949-11-01,,,,,,,,
Daphne,Public,Living,Female,Good,,,,,Red,,Marvel,1949.0,1.0,1949-06-01,,,,,,,,
Dizzy Daze,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1949.0,1.0,1949-04-01,,,,,,,,
Doctor Dill,Public,Living,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-04-01,,,,,,,,
Dream Master,Secret,Living,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-07-01,,,,,,,,
Ed Hugo,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1949.0,1.0,1949-05-01,,,,,,,,
Fargo Kid,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1949.0,1.0,1949-04-01,,,,,,,,
Harry S. Truman,Public,Deceased,Male,Neutral,,,,,White,,Marvel,1949.0,1.0,1949-01-01,,,,,,,,
Harry S. Truman,,Living,Male,Good,,,,,White,,DC,1984.0,9.0,1984-01-01,,,,,,,,
Herman Dull,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1949.0,1.0,1949-08-01,,,,,,,,
Iron Brain,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1949.0,1.0,1949-02-01,,,,,,,,
John Dolan,Public,Living,Male,Neutral,,,,Blue,Blond,,Marvel,1949.0,1.0,1949-05-01,,,,,,,,
John Dolan,Public,Living,Male,Bad,,,,,Brown,,DC,1961.0,1.0,1961-08-01,Earth-One,,,,,,,
John Harrington,Public,Living,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-06-01,,,,,,,,
Josh Mundy,Secret,Deceased,Male,Good,,,,,White,,Marvel,1949.0,1.0,1949-07-01,,,,,,,,
Joya,Public,Living,Female,Bad,,,,Brown,Black,,Marvel,1949.0,1.0,1949-09-01,,,,,,,,
Kulto,Public,Living,Male,Neutral,,,,,Black,,Marvel,1949.0,1.0,1949-01-01,,,,,,,,
Leda,Public,Living,Female,Good,,,,,Blond,,Marvel,1949.0,1.0,1949-04-01,,,,,,,,
Lincoln Quantrell,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-10-01,,,,,,,,
Mantog,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-08-01,,,,,,,,
Mark Funny,Public,Living,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-01-01,,,,,,,,
Mike Roden,No Dual,Living,Male,Bad,,,,,Bald,,Marvel,1949.0,1.0,1949-04-01,,,,,,,,
Nagorbu,Public,Living,Male,Bad,,,,,Brown,,Marvel,1949.0,1.0,1949-04-01,,,,,,,,
Narvick,Public,Living,Male,Bad,,,,,White,,Marvel,1949.0,1.0,1949-06-01,,,,,,,,
Professor Grimm,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-02-01,,,,,,,,
Prunella Hawkins,Secret,Living,Female,Bad,,,,,Grey,,Marvel,1949.0,1.0,1949-01-01,,,,,,,,
Red John,Public,Deceased,Male,Bad,,,,,Red,,Marvel,1949.0,1.0,1949-06-01,,,,,,,,
Scarecrow,Secret,Deceased,Male,Bad,Human,183.0,63.0,Blue,Black,,Marvel,1949.0,1.0,1949-05-01,Outlaw,81.0,10.0,12.0,14.0,48.0,50.0,215.0
Shuffler,Public,Living,Male,Bad,,,,,Black,,Marvel,1949.0,1.0,1949-08-01,,,,,,,,
Sigmund Adler,Public,Living,Male,Good,,,,,Grey,,Marvel,1949.0,1.0,1949-05-01,,,,,,,,
Space Monster,Secret,Living,,Bad,,,,,,,Marvel,1949.0,1.0,1949-02-01,,,,,,,,
Squire Bones,Public,Living,Male,Bad,,,,Blue,Black,,Marvel,1949.0,1.0,1949-01-01,,,,,,,,
Tod Sultan,Public,Deceased,Male,Bad,,,,,Red,,Marvel,1949.0,1.0,1949-08-01,,,,,,,,
Tolan,No Dual,Living,Male,Good,,,,,White,,Marvel,1949.0,1.0,1949-04-01,,,,,,,,
Belle Raven,Secret,Living,Female,Bad,,,,,Black,,Marvel,1950.0,1.0,1950-06-01,,,,,,,,
Brown Toad,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1950.0,1.0,1950-11-01,,,,,,,,
Crooked Knife,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1950.0,1.0,1950-11-01,,,,,,,,
Major Tyrell,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1950.0,1.0,1950-11-01,,,,,,,,
Marvin Klee,Public,Living,Male,Good,,,,,Brown,,Marvel,1950.0,1.0,1950-05-01,,,,,,,,
Michael Templar,Public,Living,Male,Good,,,,,Brown,,Marvel,1950.0,1.0,1950-11-01,,,,,,,,
Professor Buffanoff,Public,Deceased,Male,Good,,,,,Black,,Marvel,1950.0,1.0,1950-11-01,,,,,,,,
Professor Chalis,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1950.0,1.0,1950-03-01,,,,,,,,
Red Wolf,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1950.0,1.0,1950-02-01,American Frontier,,,,,,,
Whip Wilson,Public,Living,Male,Good,,,,,,,Marvel,1950.0,1.0,1950-04-01,,,,,,,,
Zoroba,No Dual,Living,Male,Bad,,,,,Brown,,Marvel,1950.0,1.0,1950-05-01,,,,,,,,
Adonis,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1951.0,1.0,1951-06-01,,,,,,,,
Black Cougar,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-09-01,,,,,,,,
Brag Beaver,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-07-01,,,,,,,,
Creeping Death,Public,Deceased,,Bad,,,,,,,Marvel,1951.0,1.0,1951-04-01,,,,,,,,
Flint Shearing,Public,Living,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-07-01,,,,,,,,
Franz Heinrich,Public,Living,Male,Neutral,,,,,Bald,,Marvel,1951.0,1.0,1951-06-01,,,,,,,,
Harry Snedly,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1951.0,1.0,1951-02-01,,,,,,,,
Howling Wolf,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-01-01,,,,,,,,
Jerome Lenz,Public,Living,Male,Bad,,,,,Brown,,Marvel,1951.0,1.0,1951-08-01,,,,,,,,
Jimmy Rogers,Public,Living,Male,Good,,,,,Brown,,Marvel,1951.0,1.0,1951-12-01,,,,,,,,
John Dark,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-04-01,,,,,,,,
Madame la Morte,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-06-01,,,,,,,,
Marquis de Lassus,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1951.0,1.0,1951-05-01,,,,,,,,
Marvo,Public,Living,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-02-01,,,,,,,,
Mister Natas,Public,Living,Male,Bad,,,,,Brown,,Marvel,1951.0,1.0,1951-10-01,,,,,,,,
Omar Khayam Rasch,Public,Living,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-04-01,,,,,,,,
Orion Rex,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1951.0,1.0,1951-08-01,,,,,,,,
Ossawa,Public,Deceased,Female,Bad,,,,,,,Marvel,1951.0,1.0,1951-03-01,,,,,,,,
Phantom of Massacre Gulch,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1951.0,1.0,1951-03-01,Tully,,,,,,,
Phantom Rider,Secret,Living,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-07-01,Carson,,,,,,,
Professor Zorsky,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-08-01,,,,,,,,
Raoul Hamud,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1951.0,1.0,1951-06-01,,,,,,,,
Serpent,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1951.0,1.0,1951-08-01,1950s,,,,,,,
Sylvia Corpo,Public,Deceased,Female,Bad,,,,,,,Marvel,1951.0,1.0,1951-10-01,,,,,,,,
Box of Doom,Secret,Deceased,,Bad,,,,,,,Marvel,1952.0,1.0,1952-04-01,,,,,,,,
Demon from the Deep,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1952.0,1.0,1952-04-01,,,,,,,,
Don Jose Del Iturbide,Secret,Living,Male,Good,,,,,Black,,Marvel,1952.0,1.0,1952-12-01,,,,,,,,
Jasper Sandstorm,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,1952.0,1.0,1952-01-01,,,,,,,,
Natchez Nate,Public,Deceased,Male,Bad,,,,,Brown,,Marvel,1952.0,1.0,1952-12-01,,,,,,,,
Rhode,Secret,Living,Female,Bad,,,,Blue,Black,,Marvel,1952.0,1.0,1952-02-01,,,,,,,,
